,original,expandida,ground_truth
2593,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo empresa en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2594,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo firma en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2595,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la responsabilidad medioambiental de la empresa existente para el nuevo firma en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2596,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo empresario en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2597,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo empresario en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2598,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo contratista en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2599,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo contratista en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2600,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo industrial en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2601,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo industrial en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2602,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo patrono en la sucesión de empresa ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
2603,¿Cuál es la responsabilidad existente para el nuevo empresario en la sucesión de empresa?,¿ cuál es la utilización pacífica del espacio existente para el nuevo patrono en la sucesión de firma ?,"El cambio de titularidad de una empresa, de un centro de trabajo o de una unidad productiva autónoma no extinguirá por sí mismo la relación laboral, quedando el nuevo empresario subrogado en los derechos y obligaciones laborales y de Seguridad Social del anterior, incluyendo los compromisos de pensiones, en los términos previstos en su normativa específica, y, en general, cuantas obligaciones en materia de protección social complementaria hubiere adquirido el cedente."
